Study ID,Author(s),Year,Title,Journal,Passed Filter 2,Scope,Genomic,Wild or Captive,Continent,Country,Latitude,Longitude,Avg or est points,Coordinate Notes,Coordinate System,Class,Latin Binomial,IUCN Latin Binomial,IUCN Status,Species Global North or South,Total Number of Authors,1st Author Origin Country,1st Author Global Divide,Last Author Origin Country,Last Author Global Divide,Collaboration,Number of Local Authors,Number of authors from Global North,Number of authors from Global South,delta_maximum_temperature_1960_2050,Paper Notes
357,"Dresser, C. M.; Ogle, R. M.; Fitzpatrick, B. M.",2017,Genome scale assessment of a species translocation program,CONSERVATION GENETICS,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,36.068586,-82.663853,Yes,no coords - guessimated based on map of sampling sites,DD,Reptilia,Glyptemys muhlenbergii,Glyptemys muhlenbergii,CR,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.711458921,
358,"Dresser, Cassie M.; Pierson, Todd W.; Fitzpatrick, Benjamin Minault",2018,"Isolation by distance, local adaptation, and fortuitous coincidence of geo-political boundaries with spatial-genetic clusters in southern Bog Turtles",Global ecology and conservation,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,35.988622,-81.708043,Yes,no coords - guessimated based on map of sampling sites,DD,Reptilia,Glyptemys muhlenbergii,Glyptemys muhlenbergii,CR,Global North,3,United States of America,Global North,United States of America,Global North,Domestic,3,3,0,2.699132681,
363,"Dubey, S.; Maddalena, T.; Bonny, L.; Jeffries, D. L.; Dufresnes, C.",2019,Population genomics of an exceptional hybridogenetic system of Pelophylax water frogs,BMC EVOLUTIONARY BIOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Switzerland,45.84,8.91,NO,,DD,Amphibia,Pelophylax ridibundus,Pelophylax ridibundus,LC,Global North,5,Switzerland,Global North,Switzerland,Global North,Domestic,5,5,0,2.857465267,
363,"Dubey, S.; Maddalena, T.; Bonny, L.; Jeffries, D. L.; Dufresnes, C.",2019,Population genomics of an exceptional hybridogenetic system of Pelophylax water frogs,BMC EVOLUTIONARY BIOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Switzerland,46.206,8.9,Yes,avg P. lessonae coords,DD,Amphibia,Pelophylax lessonae,Pelophylax lessonae,LC,Global North,5,Switzerland,Global North,Switzerland,Global North,Domestic,5,5,0,2.837847471,
367,"Ducret, V.; Richards, A. J.; Videlier, M.; Scalvenzi, T.; Moore, K. A.; Paszkiewicz, K.; Bonneaud, C.; Pollet, N.; Herrel, A.",2021,Transcriptomic analysis of the trade-off between endurance and burst-performance in the frog Xenopus allofraseri,BMC GENOMICS,Yes,Level 1: General genomic resources,RNASeq,Wild,Africa,Cameroon,4.82625,9.81145,Yes,avg 2 provided coords,DD,Amphibia,Xenopus allofraseri,Xenopus allofraseri,LC,Global South,9,France,Global North,France,Global North,International,0,9,0,1.829860449,
369,"Dufresnes, C.; Ambu, J.; Galán, P.; Sequeira, F.; Viesca, L.; Choda, M.; Alvarez, D.; Alard, B.; Suchan, T.; Künzel, S.; Martínez-Solano, I.; Vences, M.; Nicieza, A.",2023,Delimiting phylogeographic diversity in the genomic era: application to an Iberian endemic frog,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,Europe,Spain,43.279,-6.91665,Yes,guesstimated center of sampled localities based on Fig. 2a,DD,Amphibia,Rana parvipalmata,Rana parvipalmata,LC,Global North,13,China,Global South,Spain,Global North,International,5,11,2,2.141840696,supplemental table with coords locked behind paywall
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Afghanistan,34,66.4,Yes,"centroid of country; perrini/turanensis pair ""C-Asia""; countries selected from species range overlap checked on GBIF iNat",DD,Amphibia,Bufotes perrini,Bufotes perrini,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,3.327951431,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Afghanistan,34,66.4,Yes,"centroid of country; perrini/turanensis pair ""C-Asia""; countries selected from species range overlap checked on GBIF iNat",DD,Amphibia,Bufotes turanensis,Bufotes turanensis,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,3.327951431,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Albania,41,20,Yes,"centroid of country; fortis/kurtmuelleri pair ""Balkans""; countries selected from species range overlap checked on GBIF; P. fortis synonymous with P. ridibundus, used range maps for this species",DD,Amphibia,Pelophylax fortis,Pelophylax fortis,NA,Global North,14,China,Global South,France,Global North,International,11,13,1,3.166319847,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Albania,41,20,Yes,"centroid of country; fortis/kurtmuelleri pair ""Balkans""; countries selected from species range overlap checked on GBIF; P. kurtmuelleri sometimes synonymized with P. ridibundus - considered them separately in GBIF",DD,Amphibia,Pelophylax kurtmuelleri,Pelophylax kurtmuelleri,LC,Global North,14,China,Global South,France,Global North,International,11,13,1,3.166319847,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Albania,39.8831,20.1344,Yes,guesstimated center of range in Albania; kurtmuelleri/epeiroticus pair; countries selected from species range overlap checked on GBIF,DD,Amphibia,Pelophylax epeiroticus,Pelophylax epeiroticus,NT,Global North,14,China,Global South,France,Global North,International,11,13,1,2.849132061,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Albania,41,20,Yes,centroid of country; kurtmuelleri/shqipericus pair; countries selected from species range overlap checked on GBIF,DD,Amphibia,Pelophylax shqipericus,Pelophylax shqipericus,VU,Global North,14,China,Global South,France,Global North,International,11,13,1,3.166319847,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Africa,Algeria,28.6,2.7,Yes,"centroid of country; pictus/scovazzi pair ""along N Africa coast""; countries selected from species range checked on iNat",DD,Amphibia,Discoglossus pictus,Discoglossus pictus,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,2.805902004,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Africa,Algeria,36.707446,7.42682,Yes,"guesstimated center of range in Algeria; carthaginiensis/meridionalis pair ""E-Algeria""; species range checked on iNat",DD,Amphibia,Hyla carthaginiensis,Hyla carthaginiensis,NT,Global South,14,China,Global South,France,Global North,International,11,13,1,2.737674236,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Africa,Algeria,36.578011,4.530488,Yes,"guesstimated center of range in Algeria; carthaginiensis/meridionalis pair ""E-Algeria""; species range checked on GBIF iNat",DD,Amphibia,Hyla meridionalis,Hyla meridionalis,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,2.627777815,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Africa,Algeria,28.6,2.7,Yes,centroid of country; fortis/perezi pair; countries selected from species range overlap checked on GBIF,DD,Amphibia,Pelophylax fortis,Pelophylax fortis,NA,Global South,14,China,Global South,France,Global North,International,11,13,1,2.805902004,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Africa,Algeria,28.6,2.7,Yes,centroid of country; fortis/perezi pair; countries selected from species range overlap checked on GBIF,DD,Amphibia,Pelophylax perezi,Pelophylax perezi,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,2.805902004,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Armenia,40.3,44.9,Yes,"centroid of country; syriacus/boettgeri pair ""Near-East""; countries selected from species range checked on GBIF",DD,Amphibia,Pelobates syriacus,Pelobates syriacus,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,3.142013788,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Armenia,40.3,44.9,Yes,"centroid of country; syriacus/boettgeri pair ""Near-East""; countries selected from species range checked on GBIF; boettgeri not widely recognized at species level so range selected from syriacus",DD,Amphibia,Pelobates boettgeri,Pelobates boettgeri,NA,Global South,14,China,Global South,France,Global North,International,11,13,1,3.142013788,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Azerbaijan,40.3,47.6,Yes,"centroid of country; syriacus/boettgeri pair ""Near-East""; countries selected from species range checked on GBIF",DD,Amphibia,Pelobates syriacus,Pelobates syriacus,LC,Global South,14,China,Global South,France,Global North,International,11,13,1,2.974826336,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Asia,Azerbaijan,40.3,47.6,Yes,"centroid of country; syriacus/boettgeri pair ""Near-East""; countries selected from species range checked on GBIF; boettgeri not widely recognized at species level so range selected from syriacus",DD,Amphibia,Pelobates boettgeri,Pelobates boettgeri,NA,Global South,14,China,Global South,France,Global North,International,11,13,1,2.974826336,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Bulgaria,42.44,25.3,Yes,"centroid of country; balcanicus W/E pair ""all over the Balkans""; countries selected from species range checked on iNat",DD,Amphibia,Pelobates balcanicus,Pelobates balcanicus,LC,Global North,14,China,Global South,France,Global North,International,11,13,1,3.302256584,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Bulgaria,42.44,25.3,Yes,"centroid of country; arborea/orientalis pair ""Balkans""; countries selected from species range overlap checked on GBIF",DD,Amphibia,Hyla arborea,Hyla arborea,LC,Global North,14,China,Global South,France,Global North,International,11,13,1,3.302256584,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Bulgaria,42.44,25.3,Yes,"centroid of country; arborea/orientalis pair ""Balkans""; countries selected from species range overlap checked on GBIF",DD,Amphibia,Hyla orientalis,Hyla orientalis,LC,Global North,14,China,Global South,France,Global North,International,11,13,1,3.302256584,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Bulgaria,42.44,25.3,Yes,"centroid of country; fortis/kurtmuelleri pair ""Balkans""; countries selected from species range overlap checked on GBIF; P. fortis synonymous with P. ridibundus, used range maps for this species",DD,Amphibia,Pelophylax fortis,Pelophylax fortis,NA,Global North,14,China,Global South,France,Global North,International,11,13,1,3.302256584,
373,"Dufresnes, C.; Brelsford, A.; Jeffries, D. L.; Mazepa, G.; Suchan, T.; Canestrelli, D.; Nicieza, A.; Fumagalli, L.; Dubey, S.; Martínez-Solano, I.; Litvinchuk, S. N.; Vences, M.; Perrin, N.; Crochet, P. A.",2021,Mass of genes rather than master genes underlie the genomic architecture of amphibian speciation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Yes,Level 1: General genomic resources,GBS/RAD/target capture,Wild,Europe,Bulgaria,42.44,25.3,Yes,"centroid of country; fortis/kurtmuelleri pair ""Balkans""; countries selected from species range overlap checked on GBIF; P. kurtmuelleri sometimes synonymized with P. ridibundus - considered them separately in GBIF",DD,Amphibia,Pelophylax kurtmuelleri,Pelophylax kurtmuelleri,LC,Global North,14,China,Global South,France,Global North,International,11,13,1,3.302256584,
